2025-09-30 13:00:52,0,"['book-001127', 'book-000877', 'book-000819', 'book-000820', 'book-000655']",book-001127,1,1
2025-09-30 13:00:53,1,"['book-000485', 'book-000189', 'book-001190', 'book-000731', 'book-000171']",book-001179,1,1
2025-09-30 13:00:53,2,"['book-001220', 'book-001260', 'book-001215', 'book-001221', 'book-001263']",book-001220,2,2
2025-09-30 13:00:53,3,"['book-001096', 'book-001223', 'book-001093', 'book-001110', 'book-000525']",book-001096,3,3
2025-09-30 13:00:53,4,"['book-000912', 'book-000911', 'book-000626', 'book-000889', 'book-000239']",book-000912,4,4
2025-09-30 13:00:53,5,"['book-001011', 'book-001174', 'book-000922', 'book-001003', 'book-000545']",book-001011,5,5
2025-09-30 13:00:53,6,"['book-001234', 'book-001225', 'book-000485', 'book-001238', 'book-000487']",book-001234,6,6
2025-09-30 13:00:53,7,"['book-000542', 'book-000413', 'book-000280', 'book-000272', 'book-000881']",book-001178,6,6
2025-09-30 13:00:53,8,"['book-000471', 'book-000243', 'book-001267', 'book-000217', 'book-000544']",book-000471,7,7
2025-09-30 13:00:53,9,"['book-000842', 'book-000672', 'book-000669', 'book-000668', 'book-000667']",book-000668,7,8
